id,slot_type,filler,mode,source_subtitle_id,freq,pos_tag,prep,remix_type,remix_prep,remix_word_count,centroid_dot,norm_sq,token_count,popularity_score,popularity_level,popularity_confidence
47,list_item,hypertext,strict,11733,3,,,,,,,,,0.19044948440279197,1,1.0
48,list_item,evolution,strict,11793,15,,,,,,,,,,0,0.0
49,list_item,cell biology,strict,11793,1,,,,,,,,,,0,0.0
50,list_item,culture,strict,12475,45,,,,,,,,,0.2620600701068247,1,1.0
51,list_item,ideology,strict,12475,19,,,,,,,,,,0,0.0
52,list_item,Donne,strict,13101,4,,,,,,,,,0.1701645017451082,1,1.0
53,list_item,Castiglione,strict,13101,2,,,,,,,,,,0,0.0
54,list_item,history,strict,14123,37,,,,,,,,,0.12881017057666755,1,1.0
55,list_item,myth,strict,14123,16,,,,,,,,,0.0,1,1.0
56,list_item,Education,strict,15266,14,,,,,,,,,0.2104406935767972,1,1.0
57,list_item,religion,strict,15266,38,,,,,,,,,0.018310271981692897,1,1.0
58,list_item,hunters,strict,15294,2,,,,,,,,,,0,0.0
59,list_item,farmers,strict,15294,2,,,,,,,,,,0,0.0
60,list_item,deliberation,strict,15434,1,,,,,,,,,,0,0.0
61,list_item,motivation,strict,15434,1,,,,,,,,,,0,0.0
62,list_item,Emerson,strict,16157,3,,,,,,,,,0.20828491986112413,1,1.0
63,list_item,Thoreau,strict,16157,2,,,,,,,,,,0,0.0
64,list_item,ethics,strict,17216,14,,,,,,,,,0.03221499731721667,1,1.0
65,list_item,Fort Sumter,strict,17764,2,,,,,,,,,0.12327863302990247,1,1.0
66,list_item,Charleston,strict,17764,2,,,,,,,,,0.12327863302990247,1,1.0
67,list_item,cultural politics,strict,18050,1,,,,,,,,,,0,0.0
68,list_item,nationalism,strict,18050,15,,,,,,,,,0.1162080170959141,1,1.0
69,list_item,patients,strict,19201,2,,,,,,,,,,0,0.0
70,list_item,doctors,strict,19201,3,,,,,,,,,0.5331885643802265,1,1.0
71,list_item,neoliberalism,strict,19278,3,,,,,,,,,,0,0.0
72,list_item,deindustrialization,strict,19278,1,,,,,,,,,,0,0.0
73,list_item,Technology,strict,19494,62,,,,,,,,,0.232695790068932,1,1.0
74,list_item,industrial conflict,strict,19494,1,,,,,,,,,,0,0.0
75,list_item,philosophy,strict,20199,12,,,,,,,,,,0,0.0
76,list_item,law,strict,20199,30,,,,,,,,,0.11908150661144969,1,1.0
77,list_item,Douglas Engelbart,strict,20502,1,,,,,,,,,,0,0.0
78,list_item,coevolution,strict,20502,1,,,,,,,,,,0,0.0
79,list_item,Brianna,strict,20671,2,,,,,,,,,,0,0.0
80,list_item,Jamaica,strict,20671,2,,,,,,,,,,0,0.0
81,list_item,partisanship,strict,21727,1,,,,,,,,,,0,0.0
82,list_item,state failure,strict,22434,1,,,,,,,,,,0,0.0
83,list_item,regional politics,strict,22434,1,,,,,,,,,,0,0.0
84,list_item,Taxation,strict,22577,8,,,,,,,,,0.15052831016875654,1,1.0
85,list_item,welfare,strict,22577,4,,,,,,,,,,0,0.0
86,list_item,incrementalism,strict,22594,1,,,,,,,,,,0,0.0
87,list_item,worldview,strict,22594,1,,,,,,,,,,0,0.0
88,list_item,squatters,strict,22834,1,,,,,,,,,,0,0.0
89,list_item,poachers,strict,22834,1,,,,,,,,,,0,0.0
90,list_item,thieves,strict,22834,1,,,,,,,,,,0,0.0
91,list_item,poetics,strict,23325,1,,,,,,,,,,0,0.0
92,list_item,metaphysics,strict,23325,2,,,,,,,,,,0,0.0
93,list_item,elites,strict,23479,3,,,,,,,,,,0,0.0
94,list_item,special interests,strict,23479,2,,,,,,,,,,0,0.0
95,list_item,leaders,strict,24474,2,,,,,,,,,,0,0.0
96,list_item,followers,strict,24474,2,,,,,,,,,,0,0.0
97,list_item,Girodet,strict,25430,1,,,,,,,,,,0,0.0
98,list_item,Balzac,strict,25430,6,,,,,,,,,0.1337039345068307,1,1.0
99,list_item,James Gibson,strict,25817,2,,,,,,,,,0.24553789211176205,1,1.0
100,list_item,Roger Barker,strict,25817,2,,,,,,,,,0.24553789211176205,1,1.0
101,list_item,academics,strict,26141,1,,,,,,,,,,0,0.0
102,list_item,Powers,strict,26539,1,,,,,,,,,,0,0.0
103,list_item,weakness,strict,26539,1,,,,,,,,,,0,0.0
104,list_item,clothes,strict,26693,2,,,,,,,,,0.3125730642513796,1,1.0
105,list_item,character,strict,26693,3,,,,,,,,,0.3125730642513796,1,1.0
106,list_item,government,strict,27093,3,,,,,,,,,,0,0.0
107,list_item,lawsuits,strict,27093,1,,,,,,,,,,0,0.0
108,list_item,crisis,strict,29781,6,,,,,,,,,,0,0.0
109,list_item,tradition,strict,29781,5,,,,,,,,,,0,0.0
110,list_item,Competition,strict,31576,7,,,,,,,,,0.10737642487041565,1,1.0
111,list_item,regulation,strict,31576,1,,,,,,,,,,0,0.0
112,list_item,war,strict,33209,20,,,,,,,,,0.24632986008764526,1,1.0
113,list_item,Switzerland,strict,33209,5,,,,,,,,,0.24020256604372017,1,1.0
114,list_item,genes,strict,35388,7,,,,,,,,,0.24018985144854288,1,1.0
115,list_item,environment,strict,35388,7,,,,,,,,,0.21405516638691108,1,1.0
116,list_item,internationalization,strict,38633,1,,,,,,,,,,0,0.0
117,list_item,political change,strict,38633,1,,,,,,,,,,0,0.0
118,list_item,ethnicity,strict,39042,5,,,,,,,,,,0,0.0
119,list_item,racism,strict,39042,3,,,,,,,,,,0,0.0
120,list_item,tribalism,strict,39042,1,,,,,,,,,,0,0.0
121,list_item,problems,strict,43478,3,,,,,,,,,,0,0.0
122,list_item,policies,strict,43478,2,,,,,,,,,,0,0.0
123,list_item,perspectives,strict,43478,1,,,,,,,,,,0,0.0
124,list_item,aesthetics,strict,45895,4,,,,,,,,,,0,0.0
125,list_item,Mao Zedong,strict,46821,1,,,,,,,,,,0,0.0
126,list_item,Zhou Enlai,strict,46821,1,,,,,,,,,,0,0.0
127,list_item,India,strict,47053,14,,,,,,,,,0.21275915663011377,1,1.0
128,list_item,Sri Lanka,strict,47053,3,,,,,,,,,0.23371454767732636,1,1.0
129,list_item,manhood,strict,52240,1,,,,,,,,,,0,0.0
130,list_item,Vision,strict,52855,5,,,,,,,,,0.24194267380759232,1,1.0
131,list_item,passion,strict,52855,4,,,,,,,,,,0,0.0
132,list_item,work routines,strict,55819,1,,,,,,,,,,0,0.0
133,list_item,professional ideologies,strict,55819,1,,,,,,,,,,0,0.0
134,list_item,Health,strict,117892,9,,,,,,,,,0.4387165203944201,1,1.0
135,list_item,wealth,strict,117892,8,,,,,,,,,0.3388044871618187,1,1.0
136,list_item,Lenin,strict,161164,8,,,,,,,,,0.10342502933763499,1,1.0
137,list_item,Business,strict,225614,10,,,,,,,,,0.17809413444379238,1,1.0
138,list_item,free enterprise,strict,225614,1,,,,,,,,,,0,0.0
139,list_item,competition,strict,290689,5,,,,,,,,,0.0,1,1.0
140,list_item,oligopoly,strict,290689,1,,,,,,,,,,0,0.0
141,list_item,Exports,strict,303984,1,,,,,,,,,,0,0.0
142,list_item,imports,strict,303984,3,,,,,,,,,,0,0.0
143,list_item,Acids,strict,308351,2,,,,,,,,,,0,0.0
144,list_item,bases,strict,308351,2,,,,,,,,,,0,0.0
145,list_item,Thailand,strict,316232,2,,,,,,,,,0.09269505325761399,1,1.0
146,list_item,Dinoflagellates,strict,321822,1,,,,,,,,,,0,0.0
147,list_item,hystrichospheres,strict,321822,1,,,,,,,,,,0,0.0
148,list_item,trade,strict,343772,1,,,,,,,,,,0,0.0
149,list_item,tariffs,strict,343772,1,,,,,,,,,,0,0.0
150,list_item,Priestley,strict,344392,1,,,,,,,,,,0,0.0
151,list_item,Lavoisier,strict,344392,1,,,,,,,,,,0,0.0
152,list_item,forestry,strict,351618,1,,,,,,,,,,0,0.0
153,list_item,agriculture,strict,351618,5,,,,,,,,,0.04133794559159493,1,1.0
154,list_item,Law,strict,354510,37,,,,,,,,,0.21726154148918123,1,1.0
155,list_item,power,strict,354510,44,,,,,,,,,0.1672426848787116,1,1.0
156,list_item,Reciprocity,strict,377942,1,,,,,,,,,,0,0.0
157,list_item,equivalence,strict,377942,1,,,,,,,,,,0,0.0
158,list_item,normative behavior,strict,377942,1,,,,,,,,,,0,0.0
159,list_item,Fengpitou,strict,382615,2,,,,,,,,,,0,0.0
160,list_item,Tapenkeng,strict,382615,2,,,,,,,,,,0,0.0
161,list_item,policy,strict,383387,6,,,,,,,,,0.06442999463443334,1,1.0
162,list_item,cubism,strict,384315,2,,,,,,,,,,0,0.0
163,list_item,Stieglitz,strict,384315,3,,,,,,,,,0.19602020128788564,1,1.0
164,list_item,Buddhism,strict,391905,5,,,,,,,,,0.1438549252266908,1,1.0
165,list_item,Christianity,strict,391905,26,,,,,,,,,0.16809892496580692,1,1.0
166,list_item,Bible societies,strict,400016,1,,,,,,,,,,0,0.0
167,list_item,American missionaries,strict,400016,1,,,,,,,,,,0,0.0
168,list_item,Human capital,strict,404576,2,,,,,,,,,,0,0.0
169,list_item,technology,strict,404576,37,,,,,,,,,0.0947889534899316,1,1.0
170,list_item,technocracy,strict,411369,2,,,,,,,,,0.054208055493910834,1,1.0
171,list_item,Race,strict,412044,129,,,,,,,,,0.5467001862866171,1,1.0
172,list_item,prejudice,strict,412044,4,,,,,,,,,,0,0.0
173,list_item,Movement activities,strict,413774,1,,,,,,,,,,0,0.0
174,list_item,motor ability,strict,413774,1,,,,,,,,,,0,0.0
175,list_item,Boswell,strict,420104,3,,,,,,,,,,0,0.0
176,list_item,Johnson,strict,420104,6,,,,,,,,,0.06067621257959121,1,1.0
177,list_item,Exchange-rate rigidity,strict,429066,2,,,,,,,,,,0,0.0
178,list_item,investment distortions,strict,429066,2,,,,,,,,,,0,0.0
179,list_item,Population,strict,430901,7,,,,,,,,,0.201905012360336,1,1.0
180,list_item,Roosevelt,strict,434581,8,,,,,,,,,0.095224742201396,1,1.0
181,list_item,Marshall,strict,434581,6,,,,,,,,,0.21471472206260733,1,1.0
182,list_item,F.A. Smitt,strict,437159,3,,,,,,,,,,0,0.0
183,list_item,Marine Bryozoa,strict,437159,3,,,,,,,,,,0,0.0
184,list_item,suburbanization,strict,437181,1,,,,,,,,,,0,0.0
185,list_item,minority opportunity,strict,437181,1,,,,,,,,,,0,0.0
186,list_item,Velazquez,strict,441029,4,,,,,,,,,,0,0.0
187,list_item,Goya,strict,441029,3,,,,,,,,,,0,0.0
188,list_item,John Hunter,strict,454253,2,,,,,,,,,,0,0.0
189,list_item,A.A. Berthold,strict,454253,2,,,,,,,,,,0,0.0
190,list_item,Philosophy,strict,454647,21,,,,,,,,,0.2404863574824411,1,1.0
191,list_item,Sex,strict,463516,29,,,,,,,,,0.27641981609304606,1,1.0
192,list_item,discrimination,strict,463516,2,,,,,,,,,,0,0.0
193,list_item,poets,strict,464779,2,,,,,,,,,0.03432029307284243,1,1.0
194,list_item,playwrights,strict,464779,2,,,,,,,,,0.03432029307284243,1,1.0
195,list_item,Classical fields,strict,467142,3,,,,,,,,,,0,0.0
196,list_item,particles,strict,467142,3,,,,,,,,,,0,0.0
197,list_item,Income,strict,468959,2,,,,,,,,,,0,0.0
198,list_item,experience,strict,468959,2,,,,,,,,,,0,0.0
199,list_item,Income distribution,strict,469259,2,,,,,,,,,,0,0.0
200,list_item,efficiency,strict,469259,5,,,,,,,,,0.04133794559159493,1,1.0
201,list_item,Arms,strict,470473,4,,,,,,,,,0.026309576518417404,1,1.0
202,list_item,Expectations,strict,475603,4,,,,,,,,,0.16371620056248765,1,1.0
203,list_item,uncertainty,strict,475603,4,,,,,,,,,,0,0.0
204,list_item,Agriculture,strict,482149,2,,,,,,,,,0.1162080170959141,1,1.0
205,list_item,rural development,strict,482149,1,,,,,,,,,,0,0.0
206,list_item,exports,strict,484828,2,,,,,,,,,,0,0.0
207,list_item,faith,strict,484964,11,,,,,,,,,,0,0.0
208,list_item,soldiers,strict,490833,4,,,,,,,,,0.007070615933988371,1,1.0
209,list_item,Modernization,strict,496448,3,,,,,,,,,0.03432029307284243,1,1.0
210,list_item,threat,strict,496448,2,,,,,,,,,,0,0.0
211,list_item,group frequency correlations,strict,499670,2,,,,,,,,,0.04133794559159493,1,1.0
212,list_item,sample handling,strict,499670,2,,,,,,,,,0.04133794559159493,1,1.0
213,list_item,Palmerston,strict,502211,1,,,,,,,,,,0,0.0
214,list_item,Guizot,strict,502211,1,,,,,,,,,,0,0.0
215,list_item,development,strict,503003,5,,,,,,,,,,0,0.0
216,list_item,Lincoln,strict,505713,7,,,,,,,,,0.1438549252266908,1,1.0
217,list_item,Massachusetts,strict,505713,2,,,,,,,,,0.15052831016875654,1,1.0
218,list_item,Group interaction,strict,514367,2,,,,,,,,,,0,0.0
219,list_item,coalition structures,strict,514367,2,,,,,,,,,,0,0.0
220,list_item,Hospitals,strict,523338,2,,,,,,,,,0.1438549252266908,1,1.0
221,list_item,paternalism,strict,523338,1,,,,,,,,,,0,0.0
222,list_item,Interaction,strict,532193,3,,,,,,,,,0.13003147116130245,1,1.0
223,list_item,conversation,strict,532193,1,,,,,,,,,,0,0.0
224,list_item,party,strict,532424,1,,,,,,,,,,0,0.0
225,list_item,section,strict,532424,1,,,,,,,,,,0,0.0
226,list_item,Shakespeare,strict,534840,17,,,,,,,,,0.143941946735226,1,1.0
227,list_item,Dostoevsky,strict,534840,1,,,,,,,,,,0,0.0
228,list_item,Environment,strict,536698,6,,,,,,,,,0.1788352399546047,1,1.0
229,list_item,migration,strict,536698,11,,,,,,,,,0.17274041588703337,1,1.0
230,list_item,Shipping,strict,537703,2,,,,,,,,,,0,0.0
231,list_item,maritime trade,strict,537703,1,,,,,,,,,,0,0.0
232,list_item,Roentgenologic anatomy,strict,542035,1,,,,,,,,,,0,0.0
233,list_item,diagnosis,strict,542035,2,,,,,,,,,0.0,1,1.0
234,list_item,Dependence,strict,549545,1,,,,,,,,,,0,0.0
235,list_item,autonomy,strict,549545,4,,,,,,,,,0.18063801173034744,1,1.0
236,list_item,Academic disciplines,strict,549551,2,,,,,,,,,,0,0.0
237,list_item,educational policy,strict,549551,2,,,,,,,,,,0,0.0
238,list_item,Lexington,strict,554471,3,,,,,,,,,0.03263288323088955,1,1.0
239,list_item,Concord,strict,554471,3,,,,,,,,,0.03263288323088955,1,1.0
240,list_item,poverty,strict,556895,12,,,,,,,,,0.18153188973170828,1,1.0
241,list_item,individualism,strict,567407,3,,,,,,,,,0.08472822352357974,1,1.0
242,list_item,collectivism,strict,567407,3,,,,,,,,,0.08472822352357974,1,1.0
243,list_item,children,strict,572455,8,,,,,,,,,0.3505879494443748,1,1.0
244,list_item,inequality,strict,572455,3,,,,,,,,,,0,0.0
245,list_item,Egypt,strict,572698,8,,,,,,,,,0.1638074488721389,1,1.0
246,list_item,Barbara Bodichon,strict,579706,1,,,,,,,,,,0,0.0
247,list_item,George Eliot,strict,579706,1,,,,,,,,,,0,0.0
248,list_item,Trade,strict,585026,5,,,,,,,,,0.19136310869326434,1,1.0
249,list_item,justice,strict,585026,3,,,,,,,,,0.0595573604327335,1,1.0
250,list_item,Nationalism,strict,585358,23,,,,,,,,,0.25058330332668133,1,1.0
251,list_item,Rationality,strict,585975,5,,,,,,,,,0.16056642372929594,1,1.0
252,list_item,education,strict,585975,11,,,,,,,,,0.2204193210607277,1,1.0
253,list_item,Human needs,strict,587206,2,,,,,,,,,,0,0.0
254,list_item,human rights,strict,587206,14,,,,,,,,,0.22030761511966615,1,1.0
255,list_item,Parsons,strict,594596,2,,,,,,,,,0.21374734013340416,1,1.0
256,list_item,behavioralism,strict,594596,1,,,,,,,,,,0,0.0
257,list_item,Pat,strict,597644,1,,,,,,,,,,0,0.0
258,list_item,swish,strict,597644,1,,,,,,,,,,0,0.0
259,list_item,twist,strict,597644,1,,,,,,,,,,0,0.0
260,list_item,Life,strict,597778,63,,,,,,,,,0.189643946067552,1,1.0
261,list_item,liberty,strict,597778,24,,,,,,,,,0.09968133685285002,1,1.0
262,list_item,economics,strict,598818,5,,,,,,,,,,0,0.0
263,list_item,society,strict,598818,12,,,,,,,,,0.0,1,1.0
264,list_item,Kissinger,strict,606327,8,,,,,,,,,0.2593393707595806,1,1.0
265,list_item,Nixon,strict,606327,11,,,,,,,,,0.2593393707595806,1,1.0
266,list_item,Economics,strict,610062,11,,,,,,,,,0.21776947633752872,1,1.0
267,list_item,Tax limitation,strict,611042,1,,,,,,,,,,0,0.0
268,list_item,inflation,strict,611042,8,,,,,,,,,,0,0.0
269,list_item,White flight,strict,614589,1,,,,,,,,,,0,0.0
270,list_item,demographic transition,strict,614589,1,,,,,,,,,,0,0.0
271,list_item,youth,strict,615746,2,,,,,,,,,,0,0.0
272,list_item,Mechanical stress,strict,617069,1,,,,,,,,,,0,0.0
273,list_item,functional adaptation,strict,617069,1,,,,,,,,,,0,0.0
274,list_item,housing policy,strict,618272,1,,,,,,,,,,0,0.0
275,list_item,conflict,strict,618272,6,,,,,,,,,,0,0.0
276,list_item,Truth,strict,622190,8,,,,,,,,,0.1512303804839228,1,1.0
277,list_item,invention,strict,622190,3,,,,,,,,,,0,0.0
278,list_item,Investment,strict,623939,2,,,,,,,,,,0,0.0
279,list_item,valuation,strict,623939,2,,,,,,,,,,0,0.0
280,list_item,Population growth,strict,624001,2,,,,,,,,,,0,0.0
281,list_item,technical progress,strict,624001,2,,,,,,,,,,0,0.0
282,list_item,intergenerational equity,strict,624001,2,,,,,,,,,,0,0.0
283,list_item,social change,strict,639693,2,,,,,,,,,,0,0.0
284,list_item,political consciousness,strict,639693,1,,,,,,,,,,0,0.0
285,list_item,Government,strict,640235,4,,,,,,,,,0.1304201701216118,1,1.0
286,list_item,hedonism,strict,641348,1,,,,,,,,,,0,0.0
287,list_item,morality,strict,641348,8,,,,,,,,,0.07802835149624243,1,1.0
288,list_item,happiness,strict,642637,2,,,,,,,,,,0,0.0
289,list_item,Spain,strict,645687,4,,,,,,,,,0.10689760397128824,1,1.0
290,list_item,ancient Egypt,strict,646561,2,,,,,,,,,,0,0.0
291,list_item,Alexander,strict,646561,3,,,,,,,,,0.1879204813252793,1,1.0
292,list_item,Linguistics,strict,647563,4,,,,,,,,,0.1425175936143315,1,1.0
293,list_item,stylistics,strict,647563,3,,,,,,,,,,0,0.0
294,list_item,Ethnic group insulation,strict,647906,1,,,,,,,,,,0,0.0
295,list_item,self-concept,strict,647906,2,,,,,,,,,0.0,1,1.0
296,list_item,academic standards,strict,647906,1,,,,,,,,,,0,0.0
297,list_item,Israel,strict,652016,10,,,,,,,,,0.15242848660238936,1,1.0
298,list_item,modernity,strict,652016,21,,,,,,,,,0.08030136473344844,1,1.0
299,list_item,Market structure,strict,652780,1,,,,,,,,,,0,0.0
300,list_item,market conditions,strict,652780,1,,,,,,,,,,0,0.0
301,list_item,product characteristics,strict,652780,1,,,,,,,,,,0,0.0
302,list_item,Class,strict,654245,20,,,,,,,,,0.2593425580065589,1,1.0
303,list_item,patriarchy,strict,654245,3,,,,,,,,,,0,0.0
304,list_item,God,strict,656888,33,,,,,,,,,0.16469330497518378,1,1.0
305,list_item,Effective protection,strict,660536,2,,,,,,,,,,0,0.0
306,list_item,transportation costs,strict,660536,2,,,,,,,,,,0,0.0
307,list_item,Estates,strict,660792,2,,,,,,,,,,0,0.0
308,list_item,communities,strict,660792,5,,,,,,,,,,0,0.0
309,list_item,Political structure,strict,665066,1,,,,,,,,,,0,0.0
310,list_item,urban spatial organization,strict,665066,1,,,,,,,,,,0,0.0
311,list_item,Jews,strict,666820,24,,,,,,,,,0.31234314855927675,1,1.0
312,list_item,Christians,strict,666820,8,,,,,,,,,0.08904451941886442,1,1.0
313,list_item,Jonathan Edwards,strict,675205,5,,,,,,,,,0.1162080170959141,1,1.0
314,list_item,spirituality,strict,675586,6,,,,,,,,,0.23627003246245695,1,1.0
315,list_item,Judaism,strict,675586,8,,,,,,,,,0.1753508815376743,1,1.0
316,list_item,pluralism,strict,678323,4,,,,,,,,,0.0832187661893575,1,1.0
317,list_item,corporatism,strict,678323,2,,,,,,,,,0.0832187661893575,1,1.0
318,list_item,designs,strict,680365,3,,,,,,,,,,0,0.0
319,list_item,models,strict,680365,3,,,,,,,,,,0,0.0
320,list_item,life,strict,680458,14,,,,,,,,,0.12700163187868527,1,1.0
321,list_item,mythology,strict,681536,3,,,,,,,,,0.24297849373611735,1,1.0
322,list_item,sexuality,strict,681536,6,,,,,,,,,0.24297849373611735,1,1.0
323,list_item,Emperor Ferdinand II,strict,682200,2,,,,,,,,,0.22188327672293323,1,1.0
324,list_item,William Lamormaini,strict,682200,2,,,,,,,,,0.22188327672293323,1,1.0
325,list_item,S.J,strict,682200,1,,,,,,,,,,0,0.0
326,list_item,Women,strict,684426,28,,,,,,,,,0.21283399197557407,1,1.0
327,list_item,men,strict,684426,10,,,,,,,,,0.1425175936143315,1,1.0
328,list_item,Brass,strict,686463,1,,,,,,,,,,0,0.0
329,list_item,Jane Byrne,strict,686463,1,,,,,,,,,,0,0.0
330,list_item,costs,strict,694316,2,,,,,,,,,,0,0.0
331,list_item,Seats,strict,697524,3,,,,,,,,,,0,0.0
332,list_item,votes,strict,697524,2,,,,,,,,,,0,0.0
333,list_item,James F.B.yrnes,strict,707235,3,,,,,,,,,0.095224742201396,1,1.0
334,list_item,Truman,strict,707235,7,,,,,,,,,0.1766127957575239,1,1.0
335,list_item,folklore,strict,708214,2,,,,,,,,,,0,0.0
336,list_item,private institutions,strict,710586,1,,,,,,,,,,0,0.0
337,list_item,Depreciation,strict,714832,2,,,,,,,,,,0,0.0
338,list_item,Food,strict,719561,12,,,,,,,,,0.310345668988574,1,1.0
339,list_item,energy,strict,719561,5,,,,,,,,,,0,0.0
340,list_item,Marxism,strict,729824,6,,,,,,,,,0.07801720533190676,1,1.0
341,list_item,temperature,strict,738253,2,,,,,,,,,,0,0.0
342,list_item,pressure,strict,738253,1,,,,,,,,,,0,0.0
343,list_item,composition,strict,738253,2,,,,,,,,,,0,0.0
344,list_item,Evolution,strict,740809,24,,,,,,,,,0.33566594781972653,1,1.0
345,list_item,plant closings,strict,749101,2,,,,,,,,,0.08208005276178634,1,1.0
346,list_item,community abandonment,strict,749101,2,,,,,,,,,0.08208005276178634,1,1.0
347,list_item,Sylvester Graham,strict,749315,1,,,,,,,,,,0,0.0
348,list_item,health reform,strict,749315,1,,,,,,,,,,0,0.0
349,list_item,Security,strict,750370,10,,,,,,,,,0.23960206799872305,1,1.0
350,list_item,strategy,strict,750370,10,,,,,,,,,,0,0.0
351,list_item,Iberia,strict,752968,1,,,,,,,,,,0,0.0
352,list_item,Latin America,strict,752968,5,,,,,,,,,0.05810400854795705,1,1.0
353,list_item,Trollope,strict,756490,2,,,,,,,,,,0,0.0
354,list_item,fox-hunting,strict,756490,2,,,,,,,,,,0,0.0
355,list_item,Money,strict,756600,22,,,,,,,,,0.5317685551001381,1,1.0
356,list_item,growth,strict,756600,4,,,,,,,,,,0,0.0
357,list_item,Islam,strict,756808,32,,,,,,,,,0.40279575576535803,1,1.0
358,list_item,alcoholism,strict,756808,3,,,,,,,,,,0,0.0
359,list_item,Rents,strict,757695,1,,,,,,,,,,0,0.0
360,list_item,property values,strict,757695,1,,,,,,,,,,0,0.0
361,list_item,Tariffs,strict,758705,1,,,,,,,,,,0,0.0
362,list_item,domestic prices,strict,758705,1,,,,,,,,,,0,0.0
363,list_item,effective protection,strict,758705,1,,,,,,,,,,0,0.0
364,list_item,revolution,strict,762721,10,,,,,,,,,0.26666268964963946,1,1.0
365,list_item,counter-revolution,strict,762721,3,,,,,,,,,,0,0.0
366,list_item,Immigration,strict,766737,20,,,,,,,,,0.3299804476256685,1,1.0
367,list_item,Mexican development policy,strict,766737,1,,,,,,,,,,0,0.0
368,list_item,migrants,strict,766879,1,,,,,,,,,,0,0.0
369,list_item,nativists,strict,766879,1,,,,,,,,,,0,0.0
370,list_item,State,strict,767278,10,,,,,,,,,0.18065002685388046,1,1.0
371,list_item,class,strict,767278,19,,,,,,,,,0.1603414199496549,1,1.0
372,list_item,peasants,strict,767278,1,,,,,,,,,,0,0.0
373,list_item,Governmental interventions,strict,770083,2,,,,,,,,,,0,0.0
